sentence_idx,original_sentence,original_annotated,generated_annotated,source_file,similarity_score
11,/config/coco/pcme_coco.yaml \     --dataset_root <your_dataset_path> \     --model_path model_last.pth \     # --model__cache_dir /vector_cache # if you use my docker image ```  ``` # Compute plausible match R-Precision (PMRP) metric python extract_rankings_coco.py .,/config/<DATASET>coco</DATASET>/pcme_<DATASET>coco</DATASET>.yaml \     --dataset_root <your_dataset_path> \     --model_path model_last.pth \     # --model__cache_dir /vector_cache # if you use my docker image ```  ``` # Compute <EVALMETRIC>plausible match R-Precision</EVALMETRIC> (<EVALMETRIC>PMRP</EVALMETRIC>) metric <SOFTWARE>python</SOFTWARE> extract_rankings_coco.py .,"/config/coco/<DATASET>pcme_coco</DATASET>.yaml \     --dataset_root <your_dataset_path> \     --model_path model_last.pth \     # --model__cache_dir /vector_cache # if you use my docker image    # Compute plausible match R-Precision (PMRP) metric python extract_rankings_coco.py .
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\aea74ef1.txt,0.9792060491493384
12,"/config/coco/pcme_coco.yaml \     --dataset_root <your_dataset_path> \     --model_path model_last.pth \     --dump_to <dumped_ranking_file> \     # --model__cache_dir /vector_cache # if you use my docker image  python evaluate_pmrp_coco.py --ranking_file <dumped_ranking_file> ```  | Method   | I2T 1K PMRP | I2T 1K R@1 | I2T ECCV mAP@R | T2I 1K PMRP | T2I 1K R@1 | T2I ECCV mAP@R | Model file | |----------|----------|---------|----------|----------|---------|----------|------------| | PCME     | 45.0     | 68.8    |   26.2   | 46.0     | 54.6    |   48.0   | [link](https://github.com/naver-ai/pcme/releases/download/v1.0.0/pcme_coco.pth) | | PCME (CutMix-pretrained) | 46.2 | 68.3 | 28.6 | 47.1 | 56.7 | 54.9 | [link](https://github.com/naver-ai/pcme/releases/download/v1.0.0/pcme_cutmix_coco.pth) | | PVSE K=1 | 40.3     | 66.7    |   23.4   | 41.8     | 53.5    |   44.6   | -          | | PVSE K=2 | 42.8     | 69.2    |   26.7   | 43.6     | 55.2    |   53.8   | -          | | VSRN     | 41.2     | 76.2    |   30.8   | 42.4     | 62.8    |   53.8   | -          | | VSRN + AOQ | 44.7   | 77.5    |   30.7   | 45.6     | 63.5    |   51.2   | -          |  Check [ECCV Caption dataset](https://github.com/naver-ai/eccv-caption) for more details of ""ECCV mAP@R"". - Paper: [ECCV Caption: Correcting False Negatives by Collecting Machine-and-Human-verified Image-Caption Associations for MS-COCO](https://arxiv.org/abs/2204.03359) - GitHub: [naver-ai/eccv-caption](https://github.com/naver-ai/eccv-caption)  ### CUB Caption  ``` python evaluate_cub.py .","/config/<DATASET>coco</DATASET>/<SOFTWARE>pcme</SOFTWARE>_<DATASET>coco</DATASET>.yaml \     --dataset_root <your_dataset_path> \     --model_path model_last.pth \     --dump_to <dumped_ranking_file> \     # --model__cache_dir /vector_cache # if you use my docker image  <SOFTWARE>python</SOFTWARE> evaluate_<EVALMETRIC>pmrp</EVALMETRIC>_coco.py --ranking_file <dumped_ranking_file> ```  | Method   | I2T 1K <EVALMETRIC>PMRP</EVALMETRIC> | I2T 1K <EVALMETRIC>R@1</EVALMETRIC> | I2T ECCV <EVALMETRIC>mAP@R</EVALMETRIC> | T2I 1K <EVALMETRIC>PMRP</EVALMETRIC> | T2I 1K <EVALMETRIC>R@1</EVALMETRIC> | T2I ECCV <EVALMETRIC>mAP@R</EVALMETRIC> | Model file | |----------|----------|---------|----------|----------|---------|----------|------------| | PCME     | 45.0     | 68.8    |   26.2   | 46.0     | 54.6    |   48.0   | [link](https://github.com/naver-ai/pcme/releases/download/v1.0.0/pcme_<DATASET>coco</DATASET>.pth) | | PCME (CutMix-pretrained) | 46.2 | 68.3 | 28.6 | 47.1 | 56.7 | 54.9 | [link](https://github.com/naver-ai/pcme/releases/download/v1.0.0/pcme_cutmix_<DATASET>coco</DATASET>.pth) | | PVSE K=1 | 40.3     | 66.7    |   23.4   | 41.8     | 53.5    |   44.6   | -          | | PVSE K=2 | 42.8     | 69.2    |   26.7   | 43.6     | 55.2    |   53.8   | -          | | VSRN     | 41.2     | 76.2    |   30.8   | 42.4     | 62.8    |   53.8   | -          | | VSRN + AOQ | 44.7   | 77.5    |   30.7   | 45.6     | 63.5    |   51.2   | -          |  Check [<DATASET>ECCV Caption</DATASET> dataset](https://github.com/naver-ai/<DATASET>eccv-caption</DATASET>) for more details of ""ECCV <EVALMETRIC>mAP@R</EVALMETRIC>"". - Paper: [<PUBLICATION>ECCV Caption: Correcting False Negatives by Collecting Machine-and-Human-verified Image-Caption Associations for MS-COCO</PUBLICATION><DATASET>ECCV Caption</DATASET>: Correcting False Negatives by Collecting Machine-and-Human-verified Image-Caption Associations for MS-COCO](https://arxiv.org/abs/2204.03359) - GitHub: [naver-ai/<DATASET>eccv-caption</DATASET>](https://github.com/naver-ai/<DATASET>eccv-caption</DATASET>)  ### <DATASET>CUB Caption</DATASET>  ``` <SOFTWARE>python</SOFTWARE> evaluate_cub.py .","/config/coco/<DATASET>pcme_coco</DATASET>.yaml \     --dataset_root <your_dataset_path> \     --model_path model_last.pth \     --dump_to <dumped_ranking_file> \     # --model__cache_dir /vector_cache # if you use my docker image  <PROGLANG>python</PROGLANG> evaluate_pmrp_coco.py --ranking_file <dumped_ranking_file>   | Method   | I2T 1K <EVALMETRIC>PMRP</EVALMETRIC> | I2T 1K <EVALMETRIC>R@1</EVALMETRIC> | I2T <CONFERENCE>ECCV</CONFERENCE> <EVALMETRIC>mAP@R</EVALMETRIC> | T2I 1K <EVALMETRIC>PMRP</EVALMETRIC> | T2I 1K <EVALMETRIC>R@1</EVALMETRIC> | T2I <CONFERENCE>ECCV</CONFERENCE> <EVALMETRIC>mAP@R</EVALMETRIC> | Model file | |----------|----------|---------|----------|----------|---------|----------|------------| | <SOFTWARE>PCME</SOFTWARE>     | 45.0     | 68.8    |   26.2   | 46.0     | 54.6    |   48.0   | [link](https://github.com/naver-ai/pcme/releases/download/v1.0.0/pcme_coco.pth) | | <SOFTWARE>PCME</SOFTWARE> (<DATASET>CutMix</DATASET>-pretrained) | 46.2 | 68.3 | 28.6 | 47.1 | 56.7 | 54.9 | [link](https://github.com/naver-ai/pcme/releases/download/v1.0.0/pcme_cutmix_coco.pth) | | <SOFTWARE>PVSE</SOFTWARE> K=1 | 40.3     | 66.7    |   23.4   | 41.8     | 53.5    |   44.6   | -          | | <SOFTWARE>PVSE</SOFTWARE> K=2 | 42.8     | 69.2    |   26.7   | 43.6     | 55.2    |   53.8   | -          | | <SOFTWARE>VSRN</SOFTWARE>     | 41.2     | 76.2    |   30.8   | 42.4     | 62.8    |   53.8   | -          | | <SOFTWARE>VSRN</SOFTWARE> + <SOFTWARE>AOQ</SOFTWARE> | 44.7   | 77.5    |   30.7   | 45.6     | 63.5    |   51.2   | -          |  Check [<CONFERENCE>ECCV</CONFERENCE> Caption <DATASET>dataset</DATASET>](https://github.com/naver-ai/eccv-caption) for more details of ""<CONFERENCE>ECCV</CONFERENCE> <EVALMETRIC>mAP@R</EVALMETRIC>"". - <PUBLICATION>Paper: [ECCV Caption: Correcting False Negatives by Collecting Machine-and-Human-verified Image-Caption Associations for MS-COCO](https://arxiv.org/abs/2204.03359)</PUBLICATION> - <SOFTWARE>GitHub</SOFTWARE>: [naver-ai/eccv-caption](https://github.com/naver-ai/eccv-caption)  ### <DATASET>CUB Caption</DATASET>   <PROGLANG>python</PROGLANG> evaluate_cub.py .
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\ea24a684.txt,0.9977528089887641
13,"/config/cub/pcme_cub.yaml \     --dataset_root <your_dataset_path> \     --caption_root <your_caption_path> \     --model_path model_last.pth \     # --model__cache_dir /vector_cache # if you use my docker image ```  NOTE: If you just download file from [reedscot/cvpr2016](https://github.com/reedscot/cvpr2016), then `caption_root` will be `cvpr2016_cub/text_c10`  If you want to test other probabilistic distances, such as Wasserstein distance or KL-divergence, try the following command:  ``` python evaluate_cub.py .","/config/cub/pcme_cub.yaml \     --dataset_root <your_dataset_path> \     --caption_root <your_caption_path> \     --model_path model_last.pth \     # --model__cache_dir /vector_cache # if you use my docker image ```  NOTE: If you just download file from [reedscot/<CONFERENCE>cvpr2016</CONFERENCE>](https://github.com/reedscot/<CONFERENCE>cvpr2016</CONFERENCE>), then `caption_root` will be `<CONFERENCE>cvpr2016</CONFERENCE>_cub/text_c10`  If you want to test other probabilistic distances, such as <EVALMETRIC>Wasserstein distance</EVALMETRIC> or <EVALMETRIC>KL-divergence</EVALMETRIC>, try the following command:  ``` <SOFTWARE>python</SOFTWARE> evaluate_cub.py .","/config/cub/<DATASET>pcme_cub</DATASET>.yaml \     --dataset_root <your_dataset_path> \     --caption_root <your_caption_path> \     --model_path model_last.pth \     # --model__cache_dir /vector_cache # if you use my docker image   NOTE: If you just download file from [reedscot/<CONFERENCE>cvpr2016</CONFERENCE>](https://github.com/reedscot/<CONFERENCE>cvpr2016</CONFERENCE>), then caption_root will be <CONFERENCE>cvpr2016</CONFERENCE>_cub/text_c10  If you want to test other probabilistic distances, such as Wasserstein distance or KL-divergence, try the following command:   python evaluate_cub.py .
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\6bec0baa.txt,0.9660523763336566
14,"/config/cub/pcme_cub.yaml \     --dataset_root <your_dataset_path> \     --caption_root <your_caption_path> \     --model_path model_last.pth \     --model__eval_method <distance_method> \     # --model__cache_dir /vector_cache # if you use my docker image ```  You can choose `distance_method` in `['elk', 'l2', 'min', 'max', 'wasserstein', 'kl', 'reverse_kl', 'js', 'bhattacharyya', 'matmul', 'matching_prob']`   ## How to train  NOTE: we train each model with mixed-precision training (O2) on a single V100.","/config/cub/pcme_cub.yaml \     --dataset_root <your_dataset_path> \     --caption_root <your_caption_path> \     --model_path model_last.pth \     --model__eval_method <distance_method> \     # --model__cache_dir /vector_cache # if you use my docker image ```  You can choose `distance_method` in `['elk', 'l2', 'min', 'max', 'wasserstein', 'kl', 'reverse_kl', 'js', 'bhattacharyya', 'matmul', 'matching_prob']`   ## How to train  NOTE: we train each model with mixed-precision training (O2) on a single V100.","/config/cub/<DATASET>pcme_cub</DATASET>.yaml \     --dataset_root <your_dataset_path> \     --caption_root <your_caption_path> \     --model_path model_last.pth \     --model__eval_method <EVALMETRIC>distance_method</EVALMETRIC> \     # --model__cache_dir /vector_cache # if you use my docker image   You can choose <EVALMETRIC>distance_method</EVALMETRIC> in ['<EVALMETRIC>elk</EVALMETRIC>', '<EVALMETRIC>l2</EVALMETRIC>', '<EVALMETRIC>min</EVALMETRIC>', '<EVALMETRIC>max</EVALMETRIC>', '<EVALMETRIC>wasserstein</EVALMETRIC>', '<EVALMETRIC>kl</EVALMETRIC>', '<EVALMETRIC>reverse_kl</EVALMETRIC>', '<EVALMETRIC>js</EVALMETRIC>', '<EVALMETRIC>bhattacharyya</EVALMETRIC>', '<EVALMETRIC>matmul</EVALMETRIC>', '<EVALMETRIC>matching_prob</EVALMETRIC>']   ## How to train  NOTE: we train each model with mixed-precision training (O2) on a single V100.
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\924b29d7.txt,0.9229249011857708
15,"<br> Since, the current code does not support multi-gpu training, if you use different hardware, the batchsize should be reduced.","<br> Since, the current code does not support multi-gpu training, if you use different hardware, the batchsize should be reduced.","<br> Since, the current code does not support multi-gpu training, if you use different hardware, the batchsize should be reduced.
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\41d6ba1e.txt,0.9961389961389961
16,"<br> Please note that, hence, the results couldn't be reproduced if you use smaller hardware than V100.  ### COCO Caption  ``` python train_coco.py .","<br> Please note that, hence, the results couldn't be reproduced if you use smaller hardware than V100.  ### <DATASET>COCO Caption</DATASET>  ``` <SOFTWARE>python</SOFTWARE> train_<DATASET>coco</DATASET>.py .","<br> Please note that, hence, the results couldn't be reproduced if you use smaller hardware than V100.  ### <DATASET>COCO Caption</DATASET>   <PROGLANG>python</PROGLANG> train_coco.py .
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\2dc8ccbf.txt,0.9864864864864865
17,"/config/coco/pcme_coco.yaml --dataset_root <your_dataset_path> \     # --model__cache_dir /vector_cache # if you use my docker image ```  It takes about 46 hours in a single V100 with mixed precision training.  ### CUB Caption  We use CUB Caption dataset [(Reed, et al. 2016)](https://openaccess.thecvf.com/content_cvpr_2016/papers/Reed_Learning_Deep_Representations_CVPR_2016_paper.pdf) as a new cross-modal retrieval benchmark.","/config/<DATASET>coco</DATASET>/pcme_<DATASET>coco</DATASET>.yaml --dataset_root <your_dataset_path> \     # --model__cache_dir /vector_cache # if you use my docker image ```  It takes about 46 hours in a single V100 with mixed precision training.  ### <DATASET>CUB Caption</DATASET>  We use <DATASET>CUB Caption</DATASET> dataset [(Reed, et al. 2016)](https://openaccess.thecvf.com/content_<CONFERENCE>cvpr_2016</CONFERENCE>/papers/Reed_Learning_Deep_Representations_<CONFERENCE>CVPR_2016</CONFERENCE>_paper.pdf) as a new cross-modal retrieval benchmark.","/config/coco/pcme_coco.yaml --dataset_root <your_dataset_path> \     # --model__cache_dir /vector_cache # if you use my docker image   It takes about 46 hours in a single V100 with mixed precision training.  ### CUB Caption  We use <DATASET>CUB Caption</DATASET> dataset [(<PUBLICATION>Reed, et al. 2016</PUBLICATION>)](https://openaccess.thecvf.com/content_cvpr_2016/papers/Reed_Learning_Deep_Representations_CVPR_2016_paper.pdf) as a new cross-modal retrieval benchmark.
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\6aeb6e03.txt,0.9953271028037384
19,"Since our split is based on the zero-shot learning benchmark [(Xian, et al. 2017)](https://openaccess.thecvf.com/content_cvpr_2017/papers/Xian_Zero-Shot_Learning_-_CVPR_2017_paper.pdf), we leave out 50 classes from 200 bird classes for the evaluation","Since our split is based on the zero-shot learning benchmark [(Xian, et al. 2017)](https://openaccess.thecvf.com/content_<CONFERENCE>cvpr_2017</CONFERENCE>/papers/Xian_Zero-Shot_Learning_-_<CONFERENCE>CVPR_2017</CONFERENCE>_paper.pdf), we leave out 50 classes from 200 bird classes for the evaluation","Since our split is based on the zero-shot learning benchmark <PUBLICATION>(Xian, et al. 2017)</PUBLICATION> [(Xian, et al. 2017)](https://openaccess.thecvf.com/content_cvpr_2017/papers/Xian_Zero-Shot_Learning_-_CVPR_2017_paper.pdf), we leave out 50 classes from 200 bird classes for the evaluation",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\17c6211f.txt,0.9615384615384616
21,"- Reed, Scott, et al.","- Reed, Scott, et al.","- <PUBLICATION>Reed, Scott, et al.</PUBLICATION>
",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\28bdafcd.txt,0.9767441860465116
22,"""Learning deep representations of fine-grained visual descriptions.""","""<PUBLICATION>Learning deep representations of fine-grained visual descriptions</PUBLICATION>.""","""Learning deep representations of fine-grained visual descriptions.""",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\1e089603.txt,1.0
23,"Proceedings of the IEEE conference on computer vision and pattern recognition. 2016. - Xian, Yongqin, Bernt Schiele, and Zeynep Akata.","<PUBLICATION>Proceedings of the IEEE conference on computer vision and pattern recognition. 2016</PUBLICATION><CONFERENCE>IEEE conference on computer vision and pattern recognition. 2016</CONFERENCE>. - Xian, Yongqin, Bernt Schiele, and Zeynep Akata.","<PUBLICATION>Proceedings of the IEEE conference on computer vision and pattern recognition</PUBLICATION>. 2016. - Xian, Yongqin, Bernt Schiele, and Zeynep Akata.",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\d83b73c2.txt,1.0
24,"""Zero-shot learning-the good, the bad and the ugly.""","""<PUBLICATION>Zero-shot learning-the good, the bad and the ugly</PUBLICATION>.""","""Zero-shot learning-the good, the bad and the ugly.""",../results/deepseek-chat/prompt-0/zzz_naver-ai_pcme_main_README.md.tsv\83357a45.txt,1.0
